case,case_type,component_categories,status,errors,warnings,roi_boundary_normalized_lines,standard_format,live_format,standard_width,standard_height,standard_channels,live_width,live_height,live_channels,roi_count,standard_brightness,live_brightness,standard_contrast,live_contrast,standard_sharpness,live_sharpness,brightness_delta,contrast_delta,sharpness_delta,raw_luma_mad,aspect_ratio_delta,mean_roi_relative_area,mean_roi_aspect_ratio,standard_keypoints,live_keypoints,feature_match_count,inlier_count,inlier_rate,reprojection_error_pixels,spatial_coverage,center_displacement_pixels,center_displacement_relative_diagonal,corner_displacement_median_pixels,projected_corners_in_live_frame,projected_area_ratio,projected_geometry_valid,alignment_diagnostic,alignment_diagnostic_reasons,homography_available,ecc_converged,ecc_correlation,valid_overlap_available,valid_overlap_ratio
"220kV廷苑站-#3主变_变高A相套管末屏_日常","日常","180","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,1,108.8267419,98.99850791,55.70190957,84.03142573,863.3942557,1234.859547,9.828233989,28.32951617,371.4652911,73.89985725,0,0.008974550112,0.3839924646,2000,2000,513,491,0.9571150097,0.1163282791,0.1979072555,0.1075394767,4.881707144e-05,0.6224802605,1,0.9986777977,true,"usable","",true,true,0.2534744918,true,0.9996204668
"220kV廷苑站-#3主变_散热片1_日常","日常","172","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,5,92.002989,104.4175989,56.46791465,71.49049471,2050.57715,4827.848147,12.41460986,15.02258006,2777.270997,58.37167969,0,0.02399950174,0.6493937526,2000,2000,121,105,0.867768595,0.3156372293,0.009924766159,24.96614969,0.01133327361,29.43731355,2,0.9190177489,true,"unreliable","inlier spatial coverage below diagnostic minimum (0.02)",true,true,0.3373809904,true,0.9999807099
"220kV廷苑站-#4主变_变中中性点套管接线掌_日常","日常","176|177","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,2,101.6839366,110.7800458,57.91198283,66.20096468,844.6857228,2939.603307,9.096109182,8.288981857,2094.917584,43.93578897,0,0.02073154998,0.4414022187,2000,2000,466,405,0.8690987124,0.2275029021,0.4792015939,0.4844917072,0.000219932875,1.01311559,2,0.9989684911,true,"usable","",true,true,0.6880357606,true,0.9990306713
"220kV廷苑站-#4主变_变高A相套管末屏_日常","日常","180","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,1,115.5541184,113.4094295,58.92316817,71.42688061,953.0596842,1193.997142,2.144688947,12.50371244,240.9374579,58.38975164,0,0.01427305732,0.3176521649,2000,2000,329,311,0.9452887538,0.2234227354,0.06090873405,0.3300288971,0.0001498151631,3.776810234,1,0.9998700772,true,"usable","",true,true,0.4169592645,true,0.9968132716
"220kV廷苑站-1474开关_汇控柜_日常","日常","223","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,1,83.61642506,108.5704659,60.90634212,69.94068884,570.571778,1905.784046,24.9540408,9.034346724,1335.212268,71.18443528,0,0.328393625,0.4289222857,2000,2000,89,60,0.6741573034,0.3082732065,0.01889526257,42.06665103,0.01909597082,43.234901,1,1.132161804,true,"unreliable","inlier spatial coverage below diagnostic minimum (0.02)",true,true,0.3177078791,true,0.8923070988
"220kV廷苑站-2204开关_本体_日常","日常","226","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,1,67.21250579,99.83085986,37.4057123,54.03966468,607.0333901,2175.671352,32.61835407,16.63395239,1568.637962,53.20770399,0,0.2525372102,0.2955620898,2000,2000,502,467,0.9302788845,0.2210117262,0.018773238,17.24811337,0.007829705039,18.83432847,2,0.9448153745,true,"unreliable","inlier spatial coverage below diagnostic minimum (0.02)",true,false,,true,1
"220kV惠民站-#3主变_有载调压开关呼吸器_日常","日常","199","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,1,90.20230179,104.8031631,69.39356974,66.42439784,1546.433764,4027.265503,14.6008613,2.9691719,2480.831739,77.30990644,0,0.006074157708,0.8657283049,2000,2000,116,92,0.7931034483,0.2528978743,0.00591514837,4.170879558,0.001893352391,7.070820973,3,0.9809996889,true,"unreliable","inlier spatial coverage below diagnostic minimum (0.02); ECC correlation below diagnostic minimum after convergence (0.20)",true,true,0.05576244755,true,0.9999609375
"220kV惠民站-#3主变_顶盖_日常","日常","175","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,7,92.84035012,101.4285127,62.47489409,68.03081869,2472.337396,2140.021535,8.588162616,5.555924601,332.3158604,57.51518904,0,0.005181979265,0.4758876202,2000,2000,108,61,0.5648148148,0.7008872014,0.09833579564,68.12947073,0.03092707294,157.9269533,1,1.399273443,true,"usable","",true,true,0.295296629,true,0.7602092978
"220kV新水贝站-#4主变_B相变高套管接线掌_日常","日常","176|177","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,2,91.25185475,96.09377604,61.99603622,62.66323149,526.5831833,549.1593162,4.841921296,0.6671952732,22.57613284,11.67155382,0,0.02657518588,0.2982524416,1971,2000,1267,1133,0.8942383583,0.1073226054,0.1921884645,0.188958545,8.57768986e-05,0.9717162161,1,0.9984686805,true,"usable","",true,true,0.9089164749,true,0.9993532986
"220kV新水贝站-#4主变_变中中性点套管升高座_日常","日常","188","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,1,118.0256689,109.9405652,49.14720742,52.2994425,561.0614968,693.3754389,8.085103684,3.152235078,132.3139421,36.76460214,0,0.2667849563,0.7557190368,2000,2000,232,166,0.7155172414,1.371570685,0.3831157397,58.37697542,0.02649997068,58.15052861,1,1.002067732,true,"usable","",true,true,0.8677030626,true,0.9396180556
"220kV新水贝站-9650B0地刀_机构箱_测温","测温","287","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,1,74.83526958,88.785462,62.64001626,35.18324488,1162.744047,1105.184908,13.95019242,27.45677139,57.55913911,48.8421928,0,0.9403091282,1.057634711,2000,2000,268,251,0.9365671642,0.4453269314,0.2584749733,0.2749633789,0.0001248184139,0.7762735781,2,0.9984695189,true,"usable","",true,true,0.2113157841,true,0.9996339699
"220kV新水贝站-test0417","UNSPECIFIED","287","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,1,128.9893499,128.6704697,49.05229209,51.78127479,1280.447337,1326.491231,0.3188802083,2.728982701,46.04389421,54.39214217,0,0.9398473625,1.0426351,2000,2000,52,32,0.6153846154,0.4224019104,0.1293678617,12.26943256,0.005569654829,16.55313686,3,0.9948461375,true,"usable","",true,true,0.2170668941,true,0.9927353395
"220kV新水贝站-test041801","UNSPECIFIED","287","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,1,124.4292732,129.8211598,35.47413034,47.81574015,968.0461045,876.2425065,5.391886574,12.34160982,91.80359808,41.42817901,0,0.9106101114,1.073847033,1655,1945,25,16,0.64,0.6168325724,0.1274326774,19.06489105,0.008654423261,27.81057411,1,0.9699549971,true,"usable","",true,true,0.2479833538,true,0.9939699074
"220kV新水贝站-备用线路TYD_本体_日常","日常","256","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,1,84.09131318,92.42851852,25.07017311,77.47545332,477.8445671,958.796164,8.337205343,52.4052802,480.9515969,59.20897425,0,0.2959473387,0.5211180512,1755,2000,811,781,0.9630086313,0.1783798604,0.1841003499,0.1482064431,6.727766161e-05,0.2148869903,2,0.9984829043,true,"unreliable","ECC correlation below diagnostic minimum after convergence (0.20)",true,true,0.0709921679,true,1
"220kV晨光站-#2主变_C相变高套管接线掌_日常","日常","176|177","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,2,91.18454909,94.64823254,66.19386429,66.37218098,955.3738585,787.0401749,3.463683449,0.1783166882,168.3336836,7.873042052,0,0.04538407434,0.2820651747,1997,2000,1179,1036,0.8787107718,0.3668192622,0.4182562194,1.282855384,0.0005823465473,2.078458339,2,0.9975660427,true,"usable","",true,true,0.9860824773,true,0.9986820023
"220kV李朗站-#1主变_B相变中套管接线掌_日常","日常","176|177","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,2,100.3885701,100.5629427,41.0487679,48.88902976,1915.591684,2680.838086,0.1743725887,7.840261867,765.2464026,36.11553868,0,0.03276726647,0.3584310922,2000,2000,83,49,0.5903614458,0.8322545044,0.3694415558,11.12220741,0.005048877031,15.21419385,2,0.9836920902,true,"usable","",true,true,0.7388639204,true,0.9968590856
"220kV李朗站-#3主变_变中中性点套管末屏_日常","日常","180","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,1,128.3705642,118.9311285,56.24494482,74.64197567,1143.013742,2449.217677,9.439435764,18.39703085,1306.203935,45.71213156,0,0.006307697565,0.6446052911,2000,2000,174,149,0.8563218391,0.4822826802,0.2941406864,1.634385274,0.0007419219913,2.883964122,2,1.000077009,true,"usable","",true,true,0.7441404786,true,0.9967467207
"220kV李朗站-112000地刀_本体_位置","位置","264","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,1,130.454415,126.7624035,46.57588897,45.53394691,2267.039517,2464.698934,3.692011478,1.041942053,197.6594171,45.93154466,0,0.1277212318,0.5297704513,2000,2000,213,114,0.5352112676,1.155174885,0.09952478756,675.8488372,0.3067986007,715.5222203,1,1.236292453,true,"unreliable","valid overlap below diagnostic minimum (0.60)",true,false,,true,0.3777483603
"220kV梅林站-#1主变_B相变中套管_日常","日常","178|179","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,2,111.8839014,105.8494772,65.77165767,63.77243972,3661.284409,5273.065537,6.03442419,1.999217949,1611.781128,56.85309414,0,0.03899953422,0.370804471,2000,2000,23,10,0.4347826087,1.391690978,0.1668448523,,,,0,,false,"unavailable","projected image geometry is degenerate; projected geometry unavailable",true,false,,false,
"220kV梅林站-#1主变_C相变高套管接线掌_日常","日常","176|177","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,2,111.8057258,114.4472208,55.20937211,47.3812351,1675.102474,1182.451983,2.641494985,7.828137006,492.6504915,44.63242477,0,0.05624254358,0.3724156266,2000,1991,129,105,0.8139534884,0.1742367784,0.011316862,0.2645430126,0.0001200881345,3.519082679,1,0.9985548474,true,"unreliable","inlier spatial coverage below diagnostic minimum (0.02)",true,true,0.5101929952,true,0.9968976659
"220kV梅林站-#1主变_油温表线温表_表计","表计","202|204","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,3,110.316181,112.196196,52.77102192,51.53288246,1399.400943,1157.384189,1.88001495,1.238139464,242.0167537,22.04344763,0,0.008147027146,0.632189887,2000,2000,865,630,0.7283236994,0.1204973444,0.1687930682,0.08873296389,4.027993785e-05,0.3791613991,2,0.9983109842,true,"usable","",true,true,0.8991993916,true,0.9997926312
"220kV梧桐站-#1主变_A相变高套管接线掌_日常","日常","176|177","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,2,111.4041112,108.5299021,59.06937263,58.25673161,1092.741488,1057.759636,2.874209105,0.812641025,34.98185183,23.88130112,0,0.07014983099,0.3008768111,1726,2000,115,98,0.852173913,0.3212318179,0.2357103038,0.2645946321,0.000120111567,0.9623752688,2,0.9987817018,true,"usable","",true,true,0.8663877951,true,0.9991801698
"220kV民生站-#1主变 _变低母线桥_日常","日常","194","valid","","ROI boundary normalized at line 3",1,"jpg","jpg",1920,1080,3,1920,1080,3,3,72.30461275,113.7828525,51.86438934,65.60735469,1143.177504,5493.850455,41.47823978,13.74296535,4350.672951,64.26604745,0,0.1651791045,0.8389961286,2000,2000,41,12,0.2926829268,0.704010585,0.1237621509,9.711186155,0.004408350151,232.2277383,1,1.29212062,true,"unreliable","inlier rate below diagnostic minimum (0.40)",true,true,0.2195136731,true,0.8071903935
"220kV民生站-#1主变_221000地刀_日常","日常","219|220","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,2,118.6455363,140.9685851,40.54795128,44.14798739,4172.805088,4655.612497,22.3230488,3.60003611,482.8074087,42.49557677,0,0.02164441319,1.994679793,2000,2000,18,10,0.5555555556,0.5211825352,0.01616759459,13.09048636,0.005942368585,98.45961468,1,1.213828712,true,"unreliable","inlier spatial coverage below diagnostic minimum (0.02)",true,true,0.29485616,true,0.852459973
"220kV清水河站-#1主变_压力释放阀_日常","日常","173","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,1,106.9995655,116.2749137,64.58061112,60.90709377,1021.506591,1918.48721,9.275348187,3.673517351,896.9806192,60.26371238,0,0.01616648227,1.205087029,2000,2000,8,4,0.5,0,0.04605455326,,,,0,,false,"unavailable","projected image geometry is degenerate; projected geometry unavailable",true,false,,false,
"220kV清水河站-#3主变_变中中性点套管末屏_日常","日常","180","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,1,119.9038267,114.185231,65.80049615,80.60204914,1733.019765,1502.04668,5.718595679,14.801553,230.9730853,70.88555652,0,0.1613072831,0.5691672208,2000,2000,77,66,0.8571428571,0.2997740851,0.04415514105,0.3749676581,0.0001702149156,1.858850984,1,0.9975935669,true,"usable","",true,true,0.280086152,true,0.9991358025
"220kV清水河站-#3主变_变高中性点套管_日常","日常","178|179","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,2,83.90477431,108.1369131,68.58406606,59.72833208,1209.620741,4811.548557,24.23213879,8.855733977,3601.927816,63.7687418,0,0.0271063429,0.4329135524,2000,2000,29,19,0.6551724138,0.6398394977,0.2201525975,2.899321576,0.00131613425,11.08306234,2,1.001508294,true,"usable","",true,true,0.3529474307,true,0.9904103974
"220kV清水河站-#3主变_变高套管_日常","日常","296","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,3,68.8400299,108.8711164,85.6685328,65.60608599,714.1765767,4851.536112,40.03108652,20.06244681,4137.359536,83.42163339,0,0.08106378384,0.2864150091,2000,2000,183,170,0.9289617486,0.2940934253,0.1965900897,0.4586129898,0.0002081853453,0.1740491207,1,0.9992630403,true,"unreliable","ECC correlation below diagnostic minimum after convergence (0.20)",true,true,0.1901708074,true,0.9995375193
"220kV清水河站-113000地刀_本体_位置","位置","264","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,1,51.39148052,124.3169502,70.63369263,43.92634226,844.0406209,1956.719413,72.92546971,26.70735037,1112.678792,97.07532407,0,0.1535153045,0.4306355768,2000,2000,139,133,0.9568345324,0.3150638631,0.1166092257,0.5114731818,0.0002321809964,3.841375847,2,0.998716607,true,"unreliable","ECC correlation below diagnostic minimum after convergence (0.20)",true,true,0.1041319041,true,0.9963001543
"220kV玉律站-#1主变_变高A相套管_日常_","UNSPECIFIED","178|179","valid","","",0,"jpg","jpg",2688,1520,3,2688,1520,3,2,54.33685997,130.5151083,70.75493359,54.90848255,498.9881204,3169.711801,76.17824836,15.84645105,2670.723681,102.8864265,0,0.1143565112,0.5257452393,2000,2000,165,148,0.896969697,0.6227374743,0.1490814186,0.2792401289,9.04275029e-05,1.101774854,2,0.9972754566,true,"usable","",true,false,,true,1
"220kV玉律站-9542开关_本体_日常","日常","226","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,1,72.49751543,102.2067188,31.73388397,44.10641657,538.7803966,1295.498232,29.70920332,12.3725326,756.7178358,49.08029225,0,0.0741835347,0.3944707453,2000,2000,229,188,0.8209606987,0.3706324721,0.02075036395,11.01546565,0.005000422078,16.26167675,2,0.9631483267,true,"unreliable","ECC correlation below diagnostic minimum after convergence (0.20)",true,true,0.1792299815,true,0.999879919
"220kV琵琶站-#1主变_B相变中套管接线掌_日常","日常","176|177","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,2,110.4639376,120.0658873,35.75120605,64.70093788,1016.655829,1411.546043,9.601949749,28.94973183,394.8902139,46.91872926,0,0.03860180542,0.3336002667,2000,2000,49,22,0.4489795918,1.267883258,0.2011652834,22.51161182,0.01021904696,25.22123749,1,0.9760437081,true,"usable","",true,true,0.6435787891,true,0.9918248457
"220kV甲岸站-#2主变_A相变高套管末屏_测温","测温","288","valid","","ROI boundary normalized at line 1",1,"jpg","jpg",1920,1080,3,1920,1080,3,1,126.9533695,120.5935315,44.3154978,44.42652249,2570.215534,1258.272735,6.359837963,0.1110246956,1311.942799,44.45175829,0,0.9501874025,1.05049366,2000,2000,30,18,0.6,1.06115405,0.1260748444,211.0001458,0.09578258615,219.2573422,1,0.9838495985,true,"usable","",true,true,0.5014114215,true,0.8040055941
"220kV登峰站-#1主变_本体油位表_表计","表计","212","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,1,122.9376244,113.4720327,34.64057073,44.13717644,1207.343697,1189.263422,9.465591725,9.49660571,18.08027516,28.93192178,0,0.002822543816,0.2138449085,2000,2000,374,358,0.9572192513,0.2698865597,0.2250713755,0.1806720732,8.201529127e-05,0.5143894432,2,0.9988184,true,"usable","",true,true,0.5644640835,true,0.9997911844
"220kV登峰站-#2主变_B相变中套管油位_表计","表计","212","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,1,124.8552242,127.6935846,65.02446331,51.91090792,993.9856874,1125.166938,2.83836034,13.11355539,131.1812502,24.3857446,0,0.02235619523,0.4005612793,1641,2000,346,334,0.9653179191,0.2760163823,0.242269205,0.1696383094,7.700656284e-05,0.8687887353,2,0.9982691936,true,"usable","",true,true,0.8945784172,true,0.9996542245
"220kV白杨站-#2主变_B相变中套管升高座_日常","日常","188","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,1,128.8990861,123.5354769,40.16469892,52.6528758,841.1898152,1936.639405,5.363609182,12.48817688,1095.44959,27.9570814,0,0.1788122976,0.5543197508,1612,2000,130,95,0.7307692308,0.2321925175,0.2260962301,0.2497336116,0.0001133654722,0.7598357261,2,0.9985202854,true,"usable","",true,true,0.809097287,true,0.9994945988
"220kV皇岗站-#1主变_B相变中套管接线掌_日常","日常","176|177","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,2,82.12083912,114.3452763,40.49996906,41.54879537,830.9209045,911.6906653,32.22443721,1.048826308,80.76976083,43.62626013,0,0.04980306611,0.4552451617,2000,2000,179,159,0.8882681564,0.3927277442,0.2218568332,0.7448604887,0.0003381261357,0.4236333099,1,1.000049375,true,"usable","",true,true,0.2158166478,true,0.9986270255
"220kV皇岗站-#1主变_B相变高套管末屏_日常","日常","180","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,1,74.35598862,129.6473351,40.046046,62.33660502,1263.53543,1981.358377,55.29134645,22.29055902,717.822947,79.72956887,0,0.04404892685,0.4082219137,2000,2000,127,101,0.7952755906,0.2109173505,0.1753060385,0.7672671229,0.0003482975285,0.9866883602,2,0.998582435,true,"usable","",true,false,,true,0.9992631173
"220kV皇岗站-#1主变_C相变高套管_日常","日常","181","valid","","ROI boundary normalized at line 1",1,"jpg","jpg",1920,1080,3,1920,1080,3,1,87.6446277,115.1692511,50.21212044,68.05029482,883.8656659,4335.121651,27.52462336,17.83817438,3451.255985,74.16692853,0,0.1115056521,0.1304728542,2000,2000,51,44,0.862745098,0.3082180094,0.1130672562,0.4081096497,0.0001852595766,0.8136078101,2,0.9969671403,true,"usable","",true,false,,true,1
"220kV皇岗站-#2主变_B相变中套管_日常","日常","184","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,1,95.0160325,113.9034505,51.50537545,57.77469428,1086.383488,3808.697129,18.88741802,6.26931883,2722.313641,54.99040606,0,0.09114206856,0.2656305217,2000,2000,147,117,0.7959183673,0.3624138179,0.2380736737,0.2703209311,0.0001227109952,0.3195609373,3,0.9978339458,true,"usable","",true,true,0.2328250308,true,0.9999956597
"220kV皇岗站-#3主变_A相变中套管接线掌_日常","日常","176|177","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,2,69.70459684,108.8733574,73.40090053,57.88797868,887.7430464,1855.848275,39.16876061,15.51292185,968.105229,70.75869985,0,0.04790929386,0.4155799265,2000,2000,138,113,0.8188405797,0.3568159014,0.209311392,1.267343686,0.0005753050802,1.021248681,2,0.9977489705,true,"usable","",true,true,0.3999077066,true,0.9996127508
"220kV皇岗站-#3主变_C相变中套管接线掌_日常","日常","176|177","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,2,66.10120129,118.2851056,73.24688643,54.26138528,697.4084766,1289.015307,52.18390432,18.98550116,591.60683,78.73070409,0,0.06027949053,0.399517593,2000,2000,249,222,0.8915662651,0.3521912889,0.2341640206,0.8822312108,0.0004004849695,1.365664618,2,0.9993907148,true,"usable","",true,true,0.393220285,true,0.9984124228
"220kV盘古石站-#2主变_B相变中套管_日常","日常","178|179","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,2,114.8903381,111.2277845,75.95260505,70.54420801,2779.211181,2669.034322,3.66255353,5.408397043,110.1768585,31.03687838,0,0.06707516753,0.4234177533,2000,2000,513,375,0.730994152,0.9323978229,0.4268319082,9.482378553,0.004304483948,11.0558229,0,1.007826653,true,"usable","",true,true,0.9253104538,true,0.9882200039
"220kV碧波站-#2主变_C相变中套管_日常","日常","178|179","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,2,104.328302,117.8794985,68.43151507,51.11915227,761.8228911,1703.416247,13.55119647,17.3123628,941.5933563,51.85438513,0,0.05546400119,0.4036622491,2000,2000,128,115,0.8984375,0.3460151942,0.1714746296,0.6207561685,0.0002817895266,0.5539198145,1,0.9999720251,true,"usable","",true,true,0.4508316179,true,0.9986410108
"220kV祥和站-#2主变_C相变高出线羊角_日常","日常","189","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,1,83.72265625,119.1700265,51.86218706,68.09156037,795.5574826,4933.791761,35.44737027,16.22937331,4138.234278,81.16122444,0,0.07334214675,0.1655596105,2000,2000,194,188,0.9690721649,0.203976554,0.1028961214,0.3674598354,0.0001668067726,0.7803904588,3,0.9976842101,true,"usable","",true,false,,true,1
"220kV简龙站-#2主变_变中中性点套管_日常","日常","178|179","valid","","",0,"jpg","jpg",2560,1440,3,2560,1440,3,2,107.5910061,107.925698,55.75801663,55.07017966,1137.079762,750.7983024,0.3346918403,0.6878369737,386.2814598,40.83365777,0,0.08923978389,0.4541687835,2000,2000,217,82,0.3778801843,0.2085746676,0.1995813664,0.005513809402,1.877227106e-06,0.1381424492,0,0.9990158276,true,"unreliable","inlier rate below diagnostic minimum (0.40)",true,true,0.5372089617,true,1
"220kV简龙站-#3主变_变中中性点套管接线掌_日常","日常","176|177","valid","","",0,"jpg","jpg",2560,1440,3,2560,1440,3,2,105.8348126,105.9013127,53.04161863,56.92202651,856.8122974,676.7815472,0.06650010851,3.880407879,180.0307502,40.09533583,0,0.02421417137,0.3854763566,2000,2000,245,219,0.893877551,0.213271709,0.2313025474,0.2199800936,7.48942454e-05,0.395892552,2,0.9989024609,true,"usable","",true,true,0.5255714921,true,0.9998426649
"220kV简龙站-0006开关CT_A相本体_测温","测温","288","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,1,119.5639347,110.5543938,49.71135036,58.11737842,1306.134682,2209.802171,9.009540895,8.406028061,903.6674895,59.02057195,0,0.9379148795,1.062281233,2000,2000,52,49,0.9423076923,0.2088692087,0.0351055438,0.2575913405,0.0001169324536,3.644627774,1,1.001916149,true,"unreliable","ECC correlation below diagnostic minimum after convergence (0.20)",true,true,0.0844654737,true,0.9954513889
"220kV简龙站-1193开关CT_A相本体2_测温","测温","288","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,1,134.3872912,109.1881308,45.01511822,70.11920081,1137.172995,5012.996514,25.1991604,25.1040826,3875.823519,73.0660653,0,0.9436679169,1.05775011,1759,2000,17,17,1,0.3577322472,0.001275473236,100.0117425,0.04539988969,402.5671589,2,0.9189325513,true,"unreliable","inlier spatial coverage below diagnostic minimum (0.02)",true,false,,true,0.9114144483
"220kV简龙站-1193开关CT_B相本体2_测温","测温","288","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,1,105.5244107,116.0054991,73.06676226,71.94942654,2807.349118,6812.776488,10.48108845,1.117335722,4005.42737,80.58940924,0,0.944535,1.058722017,2000,2000,8,4,0.5,0,0.1379703684,,,,0,,false,"unavailable","projected image geometry is degenerate; projected geometry unavailable",true,false,,false,
"220kV简龙站-2201开关CT_B相开关本体_日常","日常","332|333","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,3,116.1268031,111.7395886,63.14734418,70.45702295,6577.199882,6745.955649,4.387214506,7.309678769,168.7557671,74.59837674,0,0.00196983233,0.2651976234,2000,2000,16,7,0.4375,0.455024503,0.009001736111,11.61277793,0.005271569357,123.0316066,1,1.169158726,true,"unreliable","inliers below diagnostic minimum (8); inlier spatial coverage below diagnostic minimum (0.02); ECC correlation below diagnostic minimum after convergence (0.20)",true,true,0.07047666457,true,0.8695621142
"220kV简龙站-221PT刀闸_C相支柱瓷瓶_日常","日常","242","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,2,110.0531433,109.6152358,78.18423715,58.03940852,4208.677559,1320.490278,0.4379075039,20.14482862,2888.187281,80.62982591,0,0.01514470895,0.1639817159,2000,2000,43,31,0.7209302326,0.2817977438,0.1039773286,0.957665109,0.0004347278551,1.151258467,2,0.9972537277,true,"usable","",true,false,,true,0.9999836034
"220kV简龙站-2423开关CT_B相本体1_测温","测温","288","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,1,119.2515789,117.6385122,72.73731681,53.2710464,7755.628969,5173.379187,1.613066647,19.46627041,2582.249782,74.29807822,0,0.9436679169,1.05775011,2000,2000,4,4,1,974.7922869,0.0002329282407,,,,0,,false,"unavailable","projected image geometry is degenerate; projected geometry unavailable",true,false,,false,
"220kV简龙站-2423间隔_线路TYD端子箱_日常","日常","287","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,1,107.3596803,124.7996788,68.88991592,57.55295607,4596.871159,3201.613899,17.43999855,11.33695985,1395.25726,59.70554543,0,0.939641,1.064236235,2000,2000,11,8,0.7272727273,0.5193871432,0.010533289,833.0202697,0.3781458797,1718.474962,3,0.2300075861,true,"unreliable","feature matches below diagnostic minimum (12); inlier spatial coverage below diagnostic minimum (0.02)",true,false,,true,0.9954282407
"220kV简龙站-2424间隔_B相避雷器2_测温","测温","288","valid","","ROI boundary normalized at line 1",1,"jpg","jpg",1920,1080,3,1920,1080,3,1,121.2320071,105.6209573,46.00397668,69.74240563,1336.017115,3261.676931,15.61104986,23.73842895,1925.659816,60.46369936,0,0.929773363,1.071583048,2000,2000,66,38,0.5757575758,0.4125344431,0.1096325231,0.9264526588,0.0004205591009,3.298359772,2,0.9956099262,true,"unreliable","ECC correlation below diagnostic minimum after convergence (0.20)",true,true,0.1977746857,true,0.9996479552
"220kV简龙站-9614线路避雷器_A相接线掌_测温","测温","288","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,1,124.5384351,125.8013797,56.30338617,47.22454932,3268.099392,4581.179407,1.262944637,9.078836849,1313.080015,61.30310475,0,0.9525699086,1.045938325,2000,2000,14,9,0.6428571429,0.4792458173,0.02723342893,8.537800863,0.003875697069,46.98848772,1,0.9790911385,true,"usable","",true,false,,true,0.9822685185
"220kV简龙站-9614线路避雷器_B相本体_测温","测温","288","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,1,157.4496981,127.035678,50.1108651,50.53371203,2547.952043,2730.800277,30.41402006,0.4228469334,182.848235,61.85141204,0,0.9404079123,1.061416891,2000,2000,21,7,0.3333333333,0.5910980716,0.04217642192,,,,0,,false,"unavailable","projected image geometry is degenerate; projected geometry unavailable",true,false,,false,
"220kV经贸站-#1主变_变高中性点套管接线掌_日常","日常","176|177","valid","","",0,"jpg","jpg",1920,1080,3,1920,1080,3,2,72.70291811,111.008819,45.9300262,48.28432726,522.7693752,483.4751391,38.30590085,2.354301052,39.29423608,70.103125,0,0.03036403872,0.3348607976,2000,2000,422,405,0.9597156398,0.2678823062,0.01346503651,13.08889714,0.005941647166,16.74625419,3,0.9556746102,true,"unreliable","inlier spatial coverage below diagnostic minimum (0.02)",true,false,,true,1
